Year,LocationDesc,Category,Topic,Age_18-24,Age_20-24,Age_25-44,Age_35+,Age_45-64,Age_65+,Age_75+,Gender_Female,Gender_Male,Overall_Overall,Race_Hispanic,Race_Non-Hispanic Asian,Race_Non-Hispanic Black,Race_Non-Hispanic White,Race_Other
2011,Utah,Cardiovascular Diseases,Coronary Heart Disease,,,0.7,4.6,4.0,11.6,13.5,2.1,3.9,3.0,2.9,,,3.0,
2011,Utah,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.2,9.3,7.5,22.5,27.1,5.0,7.2,6.1,5.6,8.3,,6.0,6.8
2011,Utah,Cardiovascular Diseases,Stroke,,,1.0,3.4,2.6,8.2,10.2,2.5,2.0,2.3,2.2,,,2.2,
2011,Utah,Risk Factors,Cholesterol Abnormalities,,8.4,57.45,67.6,68.8,74.19999999999999,72.55,63.65,65.3,64.45,63.2,35.2,35.9,64.65,26.9
2011,Utah,Risk Factors,Diabetes,,,2.6,10.0,10.3,18.7,19.5,6.3,7.0,6.7,6.0,,,6.7,7.9
2011,Utah,Risk Factors,Hypertension,5.1,,25.8,54.6,54.05,72.75,73.5,47.75,45.05,46.099999999999994,34.4,20.4,34.7,47.45,38.599999999999994
2011,Utah,Risk Factors,Nutrition,81.2,,81.1,80.3,79.7,80.8,80.0,76.3,85.2,80.7,79.3,78.2,78.2,81.2,77.6
2011,Utah,Risk Factors,Obesity,,35.7,31.900000000000002,29.9,29.5,29.400000000000002,28.5,34.5,28.4,31.25,29.35,33.25,30.95,31.5,31.75
2011,Utah,Risk Factors,Physical Inactivity,87.6,,82.9,78.3,78.6,72.4,69.1,80.5,81.6,81.1,70.4,80.5,73.6,82.9,75.9
2011,Utah,Risk Factors,Smoking,11.2,,14.4,10.1,11.7,4.7,2.6,9.5,14.1,11.8,14.6,,25.4,11.0,19.0
2011,Vermont,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,5.8,4.7,12.0,16.2,3.1,5.7,4.4,,,,4.4,
2011,Vermont,Cardiovascular Diseases,Coronary Heart Disease,,,,5.4,4.3,11.0,13.2,3.1,4.8,4.0,,,,4.0,
2011,Vermont,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.8,10.3,7.9,21.5,27.5,6.8,8.9,7.9,,,,7.9,10.3
2011,Vermont,Cardiovascular Diseases,Stroke,,,,3.3,2.4,7.0,9.0,2.8,2.4,2.6,,,,2.6,
2011,Vermont,Risk Factors,Cholesterol Abnormalities,,,54.85,67.75,67.9,75.65,74.19999999999999,64.65,65.65,65.1,21.0,,,65.45,22.0
2011,Vermont,Risk Factors,Diabetes,,,2.9,10.2,9.8,16.2,15.5,7.2,8.2,7.7,,,,7.5,
2011,Vermont,Risk Factors,Hypertension,8.7,,29.8,58.8,54.65,75.65,77.85,54.349999999999994,50.150000000000006,52.05,28.7,,,52.55,41.05
2011,Vermont,Risk Factors,Nutrition,79.7,,75.7,77.3,77.7,76.5,76.3,71.3,83.3,77.2,,50.1,,77.0,84.9
2011,Vermont,Risk Factors,Obesity,,37.65,33.3,30.7,30.1,30.299999999999997,30.1,34.75,29.049999999999997,31.900000000000002,20.1,,,31.95,37.25
2011,Vermont,Risk Factors,Physical Inactivity,84.0,,81.6,77.4,78.6,72.3,67.4,80.1,77.9,79.0,,,,79.3,60.9
2011,Vermont,Risk Factors,Smoking,23.9,,26.9,15.5,17.9,6.1,2.9,16.5,21.9,19.1,37.7,,,18.2,50.1
2011,Virginia,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,5.5,4.4,12.4,13.0,2.9,5.2,4.0,,,3.8,4.5,
2011,Virginia,Cardiovascular Diseases,Coronary Heart Disease,,,,5.3,4.7,11.9,12.4,3.3,4.4,3.8,,,4.0,4.0,
2011,Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.4,11.1,9.3,24.0,27.8,7.6,8.9,8.2,,,9.0,8.6,
2011,Virginia,Cardiovascular Diseases,Stroke,,,1.3,4.3,3.9,8.1,9.5,3.6,2.7,3.2,,,3.9,3.2,
2011,Virginia,Risk Factors,Cholesterol Abnormalities,,,58.35,70.2,71.85,53.4,48.7,66.75,67.5,67.1,36.5,30.4,32.2,67.95,36.0
2011,Virginia,Risk Factors,Diabetes,,,4.1,14.1,14.8,22.2,20.0,10.9,9.9,10.4,11.3,,13.1,9.6,
2011,Virginia,Risk Factors,Hypertension,,,35.7,63.0,62.65,77.2,78.95,58.150000000000006,53.05,55.550000000000004,18.4,25.1,56.95,56.15,26.6
2011,Virginia,Risk Factors,Nutrition,89.5,,82.6,82.7,82.8,83.9,84.1,81.2,86.5,83.8,84.1,74.7,86.6,83.5,78.6
2011,Virginia,Risk Factors,Obesity,,37.95,31.15,31.3,31.6,30.85,32.3,34.55,29.5,31.950000000000003,32.1,44.2,31.55,32.400000000000006,31.0
2011,Virginia,Risk Factors,Physical Inactivity,81.3,,79.9,72.5,73.2,63.2,59.3,73.4,76.6,75.0,65.4,72.9,68.9,77.5,77.9
2011,Virginia,Risk Factors,Smoking,26.1,,24.5,18.1,21.1,8.9,6.9,20.6,21.3,20.9,17.3,,23.9,20.4,24.3
2011,Washington,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.0,5.1,3.8,11.9,13.6,2.3,5.2,3.7,2.8,,,3.9,5.4
2011,Washington,Cardiovascular Diseases,Coronary Heart Disease,,,,5.4,4.2,12.6,14.5,2.9,4.8,3.8,2.5,,,4.1,4.2
2011,Washington,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.1,9.9,7.6,22.0,26.6,5.9,8.5,7.2,6.3,,6.2,7.4,9.7
2011,Washington,Cardiovascular Diseases,Stroke,,,0.8,3.2,2.4,7.0,9.1,2.5,2.2,2.4,,,,2.3,3.9
2011,Washington,Risk Factors,Cholesterol Abnormalities,,,58.25,69.75,69.8,77.7,77.3,66.1,68.75,67.35,67.05,36.1,37.2,67.8,63.1
2011,Washington,Risk Factors,Diabetes,,,3.6,12.1,12.3,19.2,19.3,8.4,9.4,8.9,6.5,9.6,11.7,8.8,11.6
2011,Washington,Risk Factors,Hypertension,6.1,,26.549999999999997,57.449999999999996,54.85,76.3,78.65,52.099999999999994,48.45,50.0,38.55,44.15,51.65,51.55,48.7
2011,Washington,Risk Factors,Nutrition,84.6,,81.6,82.0,82.4,82.0,79.6,77.8,86.9,82.3,83.0,78.8,84.7,82.4,83.3
2011,Washington,Risk Factors,Obesity,,36.6,32.7,30.65,30.2,29.3,29.700000000000003,33.95,29.2,31.5,29.5,31.15,31.900000000000002,31.85,29.15
2011,Washington,Risk Factors,Physical Inactivity,84.5,,78.5,76.6,76.8,75.0,73.1,77.9,78.2,78.1,67.0,77.7,76.1,79.6,74.2
2011,Washington,Risk Factors,Smoking,15.8,,22.9,15.3,17.6,7.5,5.1,16.3,18.9,17.6,14.0,7.9,25.8,18.0,30.2
2011,"Washington, DC",Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,4.9,3.8,10.6,11.5,2.9,3.7,3.3,,,4.8,1.1,
2011,"Washington, DC",Cardiovascular Diseases,Coronary Heart Disease,,,,4.6,4.0,10.1,11.7,2.4,3.6,2.9,,,3.6,1.8,
2011,"Washington, DC",Cardiovascular Diseases,Major Cardiovascular Disease,,,2.1,10.6,8.9,21.9,25.9,7.3,6.8,7.1,6.3,,10.5,3.1,
2011,"Washington, DC",Cardiovascular Diseases,Stroke,,,,5.6,4.7,10.7,14.4,4.1,3.2,3.7,,,5.5,1.2,
2011,"Washington, DC",Risk Factors,Cholesterol Abnormalities,,,60.300000000000004,68.6,69.3,75.5,51.4,65.25,66.75,65.95,29.4,31.0,35.9,65.5,28.7
2011,"Washington, DC",Risk Factors,Diabetes,,,3.8,13.5,13.7,22.6,25.2,9.0,9.2,9.1,,,14.9,2.6,
2011,"Washington, DC",Risk Factors,Hypertension,,,33.1,63.349999999999994,63.150000000000006,79.55000000000001,80.45,56.650000000000006,50.25,53.650000000000006,15.8,18.5,61.2,43.7,37.9
2011,"Washington, DC",Risk Factors,Nutrition,71.7,,75.5,73.7,73.4,74.9,74.4,71.0,78.0,74.3,67.2,74.0,79.0,71.5,58.0
2011,"Washington, DC",Risk Factors,Obesity,,64.2,35.05,33.1,34.25,31.5,31.45,37.1,31.6,34.5,32.5,74.1,34.8,34.65,30.95
2011,"Washington, DC",Risk Factors,Physical Inactivity,91.4,,83.4,76.1,76.1,69.6,61.3,78.5,82.2,80.2,76.2,77.1,71.7,91.5,
2011,"Washington, DC",Risk Factors,Smoking,16.1,,22.9,19.8,25.1,11.0,4.9,17.1,25.1,20.8,15.2,,30.8,9.6,
2011,West Virginia,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.6,8.4,7.3,14.7,16.8,4.5,8.0,6.2,,,,6.3,
2011,West Virginia,Cardiovascular Diseases,Coronary Heart Disease,,,1.7,9.1,8.2,15.5,19.4,5.8,7.6,6.7,,,,6.9,
2011,West Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,,,3.7,16.4,14.3,27.9,33.4,10.8,13.8,12.2,,,,12.5,
2011,West Virginia,Cardiovascular Diseases,Stroke,,,1.2,5.1,4.2,9.0,11.4,4.0,3.7,3.8,,,,3.9,
2011,West Virginia,Risk Factors,Cholesterol Abnormalities,,,62.3,71.65,72.35,75.1,47.9,69.2,69.05,69.1,26.4,,37.0,69.35,
2011,West Virginia,Risk Factors,Diabetes,,,4.7,16.0,17.2,21.0,19.7,12.4,11.7,12.1,,,9.2,12.2,
2011,West Virginia,Risk Factors,Hypertension,,,42.8,67.65,67.05,78.44999999999999,79.69999999999999,61.9,59.3,60.7,33.4,,54.6,60.95,38.1
2011,West Virginia,Risk Factors,Nutrition,93.3,,92.2,91.6,90.9,92.8,93.5,90.0,94.1,92.0,,,,92.1,
2011,West Virginia,Risk Factors,Obesity,,33.35,30.4,30.2,30.5,29.299999999999997,28.25,33.25,27.65,30.400000000000002,30.4,,30.6,30.35,34.099999999999994
2011,West Virginia,Risk Factors,Physical Inactivity,83.5,,68.8,59.9,61.3,54.4,50.4,62.4,67.4,64.9,70.7,,63.2,64.8,76.6
2011,West Virginia,Risk Factors,Smoking,38.5,,38.0,24.3,27.5,10.9,6.5,26.0,31.5,28.6,33.9,,34.3,28.4,27.3
2011,Wisconsin,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,5.8,4.2,13.7,15.1,2.7,5.6,4.1,,,,4.2,
2011,Wisconsin,Cardiovascular Diseases,Coronary Heart Disease,,,,5.6,4.6,12.0,14.9,2.9,5.1,4.0,,,,4.1,
2011,Wisconsin,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.4,10.5,8.0,23.0,28.5,6.2,8.8,7.5,,,7.7,7.4,
2011,Wisconsin,Cardiovascular Diseases,Stroke,,,,3.4,2.7,6.6,8.2,2.7,2.3,2.5,,,,2.2,
2011,Wisconsin,Risk Factors,Cholesterol Abnormalities,,,56.849999999999994,68.75,68.7,76.15,52.5,66.05000000000001,66.4,66.25,,,28.8,66.65,30.5
2011,Wisconsin,Risk Factors,Diabetes,,,2.7,11.5,11.4,18.6,18.6,8.9,7.8,8.4,,,15.5,8.0,
2011,Wisconsin,Risk Factors,Hypertension,9.8,,29.85,61.1,58.0,77.95,78.3,55.25,52.3,53.8,30.9,,55.2,53.85,29.9
2011,Wisconsin,Risk Factors,Nutrition,84.3,,85.1,83.6,82.4,83.9,83.2,80.0,87.7,83.8,,60.1,86.3,83.9,79.7
2011,Wisconsin,Risk Factors,Obesity,,38.15,30.7,29.75,29.75,28.75,28.2,33.05,28.35,30.65,32.3,62.9,33.75,30.349999999999998,32.8
2011,Wisconsin,Risk Factors,Physical Inactivity,89.0,,79.9,73.6,76.9,65.5,61.6,77.8,77.0,77.4,72.3,,68.9,78.2,83.3
2011,Wisconsin,Risk Factors,Smoking,23.0,,26.2,18.2,20.9,9.7,5.6,19.1,22.7,20.9,27.4,,39.1,19.7,21.3
2011,Wyoming,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.5,6.4,4.9,13.3,18.3,3.3,5.8,4.5,,,,4.5,
2011,Wyoming,Cardiovascular Diseases,Coronary Heart Disease,,,,5.2,4.6,10.7,14.2,2.9,4.4,3.6,,,,3.9,
2011,Wyoming,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.3,10.7,9.2,21.1,28.0,6.8,8.6,7.7,6.5,,,7.9,
2011,Wyoming,Cardiovascular Diseases,Stroke,,,,3.8,3.9,6.4,8.0,3.3,2.4,2.9,,,,2.8,
2011,Wyoming,Risk Factors,Cholesterol Abnormalities,,,56.849999999999994,67.55,67.0,74.75,53.5,64.25,65.35,64.75,35.7,,,64.8,21.9
2011,Wyoming,Risk Factors,Diabetes,,,3.0,11.3,11.1,18.0,16.3,8.1,8.3,8.2,8.6,,,7.9,15.8
2011,Wyoming,Risk Factors,Hypertension,9.6,,26.25,58.5,57.099999999999994,73.45,77.1,52.5,48.949999999999996,50.550000000000004,43.85,,39.1,51.3,26.2
2011,Wyoming,Risk Factors,Nutrition,86.5,,81.2,82.3,82.0,83.0,81.8,77.2,87.7,82.5,75.9,,,82.9,85.4
2011,Wyoming,Risk Factors,Obesity,,35.75,31.65,29.700000000000003,29.75,28.9,28.1,34.0,28.1,30.900000000000002,25.1,,41.5,31.349999999999998,31.1
2011,Wyoming,Risk Factors,Physical Inactivity,84.7,,77.5,71.8,73.4,63.4,56.5,75.7,73.7,74.7,68.6,,,75.2,76.8
2011,Wyoming,Risk Factors,Smoking,25.4,,27.1,20.9,23.7,11.8,7.5,21.8,24.3,23.1,26.5,,45.0,22.4,33.4
2012,Alabama,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.6,8.0,7.4,13.6,14.3,4.0,7.7,5.8,,,4.4,6.2,6.2
2012,Alabama,Cardiovascular Diseases,Coronary Heart Disease,,,1.5,7.9,6.6,14.9,15.4,4.3,7.0,5.6,,,3.9,6.1,
2012,Alabama,Cardiovascular Diseases,Major Cardiovascular Disease,,,4.3,15.8,13.7,27.9,30.7,10.1,13.4,11.7,,,9.9,12.1,16.3
2012,Alabama,Cardiovascular Diseases,Stroke,,,2.9,6.0,5.1,9.3,11.2,4.5,4.6,4.6,,,5.0,4.3,
2012,Alabama,Risk Factors,Diabetes,,,4.2,16.7,16.9,24.7,24.1,11.9,12.5,12.2,7.8,,15.9,11.2,6.4
2012,Alabama,Risk Factors,Obesity,,35.400000000000006,32.0,31.1,31.75,29.0,28.65,33.8,29.4,31.700000000000003,31.700000000000003,41.5,33.85,31.05,27.8
2012,Alabama,Risk Factors,Physical Inactivity,84.8,,75.4,69.1,68.2,68.0,64.5,69.6,76.2,72.8,78.3,,70.2,73.6,68.7
2012,Alabama,Risk Factors,Smoking,27.5,,28.9,22.1,25.4,9.7,5.1,21.4,26.4,23.8,18.2,,21.9,24.5,27.3
2012,Alaska,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,4.5,4.0,11.6,9.9,1.7,4.2,3.0,,,,3.5,2.7
2012,Alaska,Cardiovascular Diseases,Coronary Heart Disease,,,,4.8,4.0,12.7,14.6,3.0,3.5,3.2,,,,3.8,1.7
2012,Alaska,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.4,9.0,7.6,23.3,27.6,5.6,6.8,6.2,,,,6.8,6.3
2012,Alaska,Cardiovascular Diseases,Stroke,,,,3.6,2.5,11.2,14.9,3.0,2.3,2.6,,,,2.6,4.0
2012,Alaska,Risk Factors,Diabetes,,,3.3,9.7,9.1,18.1,17.9,7.3,6.6,7.0,12.3,,,6.9,5.4
2012,Alaska,Risk Factors,Obesity,,32.65,30.15,29.15,30.15,26.0,26.65,32.9,27.2,29.8,26.950000000000003,53.1,33.4,29.7,30.8
2012,Alaska,Risk Factors,Physical Inactivity,86.1,,85.9,78.8,79.0,70.4,65.8,79.8,83.0,81.5,84.3,77.0,62.1,84.6,73.9
2012,Alaska,Risk Factors,Smoking,24.0,,21.2,19.7,21.6,11.6,8.3,18.8,22.3,20.6,23.6,,,17.1,37.9
2012,Arizona,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,6.6,5.2,13.0,17.6,3.6,6.0,4.8,3.4,,,5.6,
2012,Arizona,Cardiovascular Diseases,Coronary Heart Disease,,,,6.0,4.6,12.3,14.8,3.4,4.9,4.1,1.8,,,5.5,
2012,Arizona,Cardiovascular Diseases,Major Cardiovascular Disease,,,3.3,11.6,9.2,22.1,28.3,7.3,9.8,8.5,5.6,,13.0,10.2,5.6
2012,Arizona,Cardiovascular Diseases,Stroke,,,1.3,3.8,3.2,7.1,10.6,2.9,2.9,2.9,1.7,,,3.4,
2012,Arizona,Risk Factors,Diabetes,,,5.7,14.4,15.2,17.8,17.9,10.3,11.1,10.7,12.6,,15.2,9.5,16.1
2012,Arizona,Risk Factors,Nutrition,83.7,,79.9,82.7,82.6,82.9,81.9,78.4,85.6,81.9,81.6,,87.0,81.5,82.3
2012,Arizona,Risk Factors,Obesity,,35.55,31.5,30.0,29.45,29.95,30.35,34.5,27.4,30.85,29.549999999999997,62.0,31.4,31.0,34.05
2012,Arizona,Risk Factors,Physical Inactivity,87.0,,78.7,75.4,76.9,71.0,64.3,76.2,79.3,77.7,71.3,79.8,71.5,80.8,76.2
2012,Arizona,Risk Factors,Smoking,18.9,,19.2,15.8,19.0,9.5,4.8,14.8,19.6,17.2,14.5,,23.6,18.3,20.7
2012,Arkansas,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,2.1,7.9,7.3,13.3,15.0,4.8,7.0,5.8,,,4.5,6.0,
2012,Arkansas,Cardiovascular Diseases,Coronary Heart Disease,,,,8.6,7.2,15.2,16.4,5.2,7.0,6.1,,,4.4,6.6,
2012,Arkansas,Cardiovascular Diseases,Major Cardiovascular Disease,,,4.8,15.3,12.9,25.9,28.3,10.3,12.3,11.3,,,10.4,11.6,23.2
2012,Arkansas,Cardiovascular Diseases,Stroke,,,2.0,5.3,4.2,9.1,10.8,4.5,3.7,4.1,,,4.7,3.9,
2012,Arkansas,Risk Factors,Diabetes,,,4.4,14.9,15.5,20.6,19.2,11.5,10.9,11.2,,,14.0,10.5,27.3
2012,Arkansas,Risk Factors,Obesity,,34.4,33.1,31.4,31.75,29.3,28.25,35.6,28.200000000000003,31.950000000000003,35.349999999999994,56.4,33.3,31.450000000000003,33.45
2012,Arkansas,Risk Factors,Physical Inactivity,83.9,,72.4,64.5,62.4,61.8,56.8,66.2,70.7,68.4,72.8,,63.5,69.2,59.1
2012,Arkansas,Risk Factors,Smoking,27.3,,30.6,22.9,27.9,10.2,4.8,23.0,27.5,25.1,16.0,,30.6,25.0,34.8
2012,California,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.6,4.4,3.8,9.5,11.5,2.2,4.0,3.1,2.3,1.7,4.4,3.9,
2012,California,Cardiovascular Diseases,Coronary Heart Disease,,,0.8,4.7,3.6,11.4,13.7,2.7,4.1,3.4,2.2,1.9,3.7,4.7,
2012,California,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.0,9.1,7.2,20.8,26.4,5.7,7.6,6.6,5.1,4.7,8.2,8.3,6.2
2012,California,Cardiovascular Diseases,Stroke,,,0.8,3.0,2.3,7.2,9.2,2.2,2.4,2.3,1.7,,3.2,2.6,
2012,California,Risk Factors,Diabetes,,,4.7,13.5,13.9,20.6,20.1,9.2,10.4,9.8,11.2,8.8,14.7,8.3,10.6
2012,California,Risk Factors,Nutrition,86.3,,76.7,76.9,76.1,76.5,78.3,74.1,81.8,77.8,75.0,81.0,83.5,78.4,
2012,California,Risk Factors,Obesity,,35.15,30.55,30.6,31.15,29.85,30.45,33.7,28.549999999999997,31.1,29.35,33.55,31.35,31.5,33.5
2012,California,Risk Factors,Physical Inactivity,86.9,,81.3,78.7,80.2,75.9,72.6,78.9,82.8,80.8,76.5,79.6,77.4,84.8,83.3
2012,California,Risk Factors,Smoking,11.9,,15.1,11.6,13.4,5.9,3.9,10.1,15.2,12.6,11.7,7.0,15.7,14.3,23.4
2012,Colorado,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.9,4.1,2.6,10.5,13.6,1.9,4.0,3.0,2.4,,,3.1,
2012,Colorado,Cardiovascular Diseases,Coronary Heart Disease,,,,4.4,2.9,10.8,13.9,2.2,3.9,3.0,2.0,,,3.3,
2012,Colorado,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.0,8.1,5.5,19.4,25.1,4.9,6.8,5.8,4.5,,7.8,6.0,8.1
2012,Colorado,Cardiovascular Diseases,Stroke,,,,2.5,1.9,5.9,7.2,2.2,1.5,1.8,1.2,,,1.7,
2012,Colorado,Risk Factors,Diabetes,,,3.2,10.0,9.9,16.7,16.3,6.6,8.2,7.4,11.5,,12.1,6.1,12.7
2012,Colorado,Risk Factors,Obesity,,35.6,31.3,30.150000000000002,30.3,29.8,30.05,34.6,27.700000000000003,31.1,29.0,56.7,33.5,31.4,30.95
2012,Colorado,Risk Factors,Physical Inactivity,86.6,,84.5,81.7,83.1,76.4,71.1,81.8,84.1,83.0,73.4,81.8,72.9,86.2,77.0
2012,Colorado,Risk Factors,Smoking,16.8,,21.4,16.3,18.3,9.1,5.3,16.3,19.4,17.8,19.6,13.8,21.9,17.0,25.4
2012,Connecticut,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,4.9,3.3,11.2,13.8,2.3,5.3,3.7,2.7,,3.7,4.0,
2012,Connecticut,Cardiovascular Diseases,Coronary Heart Disease,,,,5.3,3.8,11.7,15.2,2.6,5.3,3.9,2.6,,3.7,4.3,
2012,Connecticut,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.8,9.3,6.6,19.8,24.9,5.3,8.9,7.0,4.8,,6.9,7.6,
2012,Connecticut,Cardiovascular Diseases,Stroke,,,,2.9,2.2,5.8,7.5,2.0,2.3,2.2,,,2.5,2.3,
2012,Connecticut,Risk Factors,Diabetes,,,4.0,11.9,11.4,18.7,16.3,7.7,10.7,9.1,11.5,,12.9,8.2,10.5
2012,Connecticut,Risk Factors,Obesity,,34.55,31.2,30.049999999999997,29.45,30.25,29.549999999999997,33.95,27.3,30.6,30.35,50.0,30.2,30.85,29.75
2012,Connecticut,Risk Factors,Physical Inactivity,88.1,,80.1,75.7,77.6,68.4,63.4,76.7,79.2,77.9,65.6,79.9,71.5,80.6,79.5
2012,Connecticut,Risk Factors,Smoking,17.7,,21.8,13.7,15.2,7.6,5.0,13.7,18.6,16.1,18.9,,17.5,15.6,23.9
2012,Delaware,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,6.9,5.8,13.2,15.7,3.8,6.5,5.1,,,3.5,5.7,
2012,Delaware,Cardiovascular Diseases,Coronary Heart Disease,,,,6.7,6.0,12.2,14.0,4.3,5.8,5.0,,,3.0,5.7,
2012,Delaware,Cardiovascular Diseases,Major Cardiovascular Disease,,,3.1,13.0,10.9,24.1,27.8,8.6,11.3,9.9,,,7.8,10.8,
2012,Delaware,Cardiovascular Diseases,Stroke,,,,4.4,3.6,8.5,10.0,3.5,3.4,3.4,,,3.5,3.7,
2012,Delaware,Risk Factors,Diabetes,,,3.4,12.9,12.5,19.8,21.1,8.6,10.8,9.7,,,12.5,9.5,
2012,Delaware,Risk Factors,Nutrition,91.2,,87.0,88.4,89.2,89.2,90.2,86.9,90.7,88.7,86.1,,88.2,89.2,
2012,Delaware,Risk Factors,Obesity,,33.949999999999996,30.1,28.549999999999997,28.95,27.85,26.1,32.5,26.4,29.5,27.65,37.8,31.5,29.450000000000003,27.450000000000003
2012,Delaware,Risk Factors,Physical Inactivity,83.1,,82.0,73.5,74.9,66.0,62.3,73.8,79.3,76.5,75.0,,74.7,76.7,81.4
2012,Delaware,Risk Factors,Smoking,21.3,,25.4,17.7,20.4,8.9,6.2,19.0,20.8,19.8,15.0,,19.9,21.2,
2012,Florida,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.9,7.6,7.4,11.2,14.8,5.1,6.3,5.7,3.7,,2.9,7.2,
2012,Florida,Cardiovascular Diseases,Coronary Heart Disease,,,,7.7,7.1,12.9,15.5,5.2,6.5,5.9,4.1,,3.4,7.2,
2012,Florida,Cardiovascular Diseases,Major Cardiovascular Disease,,,3.1,13.2,11.8,21.0,26.1,9.5,10.6,10.0,6.3,,7.8,12.2,
2012,Florida,Cardiovascular Diseases,Stroke,,,,4.1,3.2,6.5,7.6,3.4,2.8,3.1,1.7,,3.5,3.6,
2012,Florida,Risk Factors,Diabetes,,,4.1,15.0,15.0,21.2,22.3,10.5,12.4,11.4,12.3,,12.9,10.7,
2012,Florida,Risk Factors,Obesity,,36.35,30.15,29.5,30.2,28.8,29.95,33.0,27.65,30.3,30.55,45.2,30.35,30.450000000000003,31.4
2012,Florida,Risk Factors,Physical Inactivity,90.3,,78.9,73.5,73.7,71.0,63.1,73.8,79.7,76.7,70.2,,75.7,79.3,71.3
2012,Florida,Risk Factors,Smoking,17.8,,21.5,16.5,20.6,8.1,4.4,15.7,19.7,17.6,13.0,,15.3,19.8,27.8
2012,Georgia,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,6.1,5.9,12.0,15.2,3.0,5.5,4.2,,,3.5,4.8,
2012,Georgia,Cardiovascular Diseases,Coronary Heart Disease,,,,6.5,5.8,14.0,17.5,3.5,5.6,4.5,,,3.9,5.5,
2012,Georgia,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.0,12.2,11.1,25.9,32.7,7.5,10.0,8.7,,,8.5,9.7,8.1
2012,Georgia,Cardiovascular Diseases,Stroke,,,,4.4,4.2,9.5,12.2,3.3,3.2,3.3,,,4.3,3.0,
2012,Georgia,Risk Factors,Diabetes,,,3.1,13.7,13.7,24.8,21.3,10.0,9.8,9.9,6.5,,11.2,9.8,9.2
2012,Georgia,Risk Factors,Nutrition,88.5,,82.2,87.7,88.3,90.5,90.4,83.7,89.7,86.5,81.7,,85.9,87.5,83.3
2012,Georgia,Risk Factors,Obesity,,34.9,31.4,30.5,30.700000000000003,29.15,29.15,33.6,28.6,31.099999999999998,29.5,47.3,33.4,30.45,27.3
2012,Georgia,Risk Factors,Physical Inactivity,82.7,,82.6,73.5,72.0,65.6,60.7,74.2,78.7,76.3,73.8,76.0,75.7,77.1,75.1
2012,Georgia,Risk Factors,Smoking,22.3,,23.2,18.8,21.5,9.9,2.9,17.5,23.6,20.4,19.3,,19.3,21.5,26.1
2012,Hawaii,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.8,4.5,3.5,8.8,9.5,2.7,3.9,3.3,,2.8,,3.5,4.3
2012,Hawaii,Cardiovascular Diseases,Coronary Heart Disease,,,,3.8,3.0,7.1,7.7,2.3,3.2,2.8,,2.5,,2.6,3.7
2012,Hawaii,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.6,8.8,6.6,16.8,18.6,5.8,7.3,6.6,5.4,6.2,,6.3,7.8
2012,Hawaii,Cardiovascular Diseases,Stroke,,,1.4,3.9,2.4,8.3,9.0,2.9,3.0,3.0,,3.1,,2.7,3.3
2012,Hawaii,Risk Factors,Diabetes,,,3.0,10.4,10.9,14.7,15.5,7.6,7.8,7.7,8.8,9.3,,4.5,8.5
2012,Hawaii,Risk Factors,Obesity,,37.0,33.35,31.25,31.299999999999997,29.85,32.35,34.5,29.9,32.15,34.45,31.25,33.55,32.2,33.45
2012,Hawaii,Risk Factors,Physical Inactivity,91.0,,83.5,79.3,81.6,71.4,69.4,77.5,85.2,81.3,82.0,78.6,,87.6,77.6
2012,Hawaii,Risk Factors,Smoking,17.6,,18.8,12.2,14.9,5.3,2.5,11.7,17.5,14.6,24.5,11.0,14.9,14.3,20.9
